gene_ID	SRR11248243_Sporocysts	SRR922068_Sporocysts	SRR922067_Miracidia	SRR1142421_Cercariae	SRR1142423_Cercariae	SRR5860351_Cercariae	SRR8763170_Somula	SRR8763171_Somula	SRR8763176_Somula	SRR8763177_Somula	SRR8763178_Somula	SRR8763180_Somula	ERR572993_Males	ERR573090_Males	ERR582515_Males	SRR5170166_Males	SRR5170167_Males	SRR5170168_Males	ERR572988_Females	ERR573085_Females	ERR578187_Females	SRR5170160_Females	SRR5170161_Females	SRR5170162_Females
Smp_211270.1	61.65	64.14	72.48	14.71	9.55	25.47	35.76	36.29	75.17	81.43	62.13	38.96	34.71	23.43	35.49	18.76	18.26	16.1	19.48	23.03	28.03	12.85	11.05	17.66
Smp_211280.1	85.1	21.72	38.36	106.1	90.42	128.84	125.33	133.02	196.67	216.28	186.7	131.9	132.43	104.7	118.84	173.22	153.42	165.53	120.74	117.06	123.01	194.04	181.23	184.66
Smp_211300.1	35.24	3.96	3.11	14.08	7.35	15.41	13.61	14.32	30.69	29.38	20.6	15.06	26.58	32.02	26.54	77.49	68.15	67.77	21.27	22.18	19.7	52.78	63.17	61.03
Smp_211320.1	26.44	21.07	23.56	28.91	30.18	28.23	20.25	19.13	25.79	23.49	20.17	19.35	19.08	12.47	20.09	21.63	16.76	20.48	11.32	11.36	15.49	18.67	18.62	20.15
Smp_211320.2	41.14	10.91	13.18	26.05	13.77	28.02	26.84	34.19	41.63	40.05	42.34	31.69	36.45	41.35	40.77	38.72	40.03	42.12	30.54	33.32	30.69	45.66	42.18	45.96
Smp_211330.1	306.79	561.19	432.33	209.05	109.56	326.18	282.1	295.53	297.99	317.6	305.89	294.21	392.15	307.75	405.49	295.64	295.85	281.83	269.31	253.35	331.68	296.95	276.76	342.89
Smp_212030.1	19.48	0.07	0.03	1.75	0.76	2.52	1.46	1.58	0.91	0.68	0.9	1.82	2.3	2.89	2.36	3.88	3.32	3.76	7.96	6.65	5.17	3.86	4.99	4.8
Smp_212060.1	97.86	19.48	12.08	19.23	20.75	32.29	23.58	25.89	23.3	23.77	17.99	25.7	40.97	35.91	33.62	33.6	32.08	28.57	33.55	31.68	34.21	34.02	34.86	40.5
Smp_212080.1	60.17	0.53	0.68	10.92	1.78	17.56	2.48	2.57	4.72	4.87	1.93	2.76	2.41	6.22	1.79	28.17	16.14	24.32	5.29	4.58	1.36	18.66	14.95	13.38
Smp_212080.2	0.88	7.71	7.58	0	2.83	0.06	0	0.53	0	0	0	0	1.12	0	0.69	0	0	0.56	0	0.42	0	0	0	0
Smp_212080.3	4.14	2.61	3.16	18.02	10.21	25.03	13.95	14.63	17.93	16.15	14.51	16.13	28.43	13.4	25.39	51.56	50.21	42.34	15.47	14.88	19.37	33.86	35.86	38.73
Smp_212140.1	14.81	1.82	2.04	10.41	5.91	14.68	8.82	8.74	12.45	11.4	9.08	8.96	11.35	7.87	11.58	28.5	24.39	25.07	8.17	7.76	6.59	19.61	22.72	23.36
Smp_212140.2	0.66	0.01	0.05	0.77	0.19	0.42	0.24	0.16	0.07	0	0.03	0.23	0.14	0.15	0.23	0.4	0.2	0.53	0.18	0.18	0	0.21	0.25	0.24
Smp_212180.1	10.72	0.58	1.5	6.74	5.75	12.97	1.94	2.01	2.04	1.88	1.92	2.05	0.73	1.2	0.85	1.43	0.91	1.37	0.84	0.99	1.19	1.16	1.6	1.7
Smp_212190.1	175.41	76.31	55.96	37.13	13.45	72.03	51.75	55.54	44.59	46.12	40.53	61.1	118.03	139.49	142.56	87.88	81.62	91.38	108.79	100.02	109.91	85.09	83.52	94.47
Smp_212190.2	25.91	10.5	2.93	11.58	13.1	6.33	8	6.31	4.59	0.41	5.19	2.12	12.11	8.92	14.99	6.24	10.1	6.55	6.09	7.22	10	6.93	11.08	5.5
Smp_212200.1	1.81	0.99	1.6	1.98	0	1.85	6.47	3.78	5.06	1.98	4.09	2.92	0	3.29	2.19	1.87	2.93	1.03	2.17	0	0	1.29	0.7	1.16
Smp_212200.2	53.96	11.91	15.64	21.42	15.38	38.42	18.04	24.26	31.16	34.25	28.03	24.32	41.84	30.24	42.57	54	43.69	48.86	6.98	8.9	12.04	13.89	14.88	17.89
Smp_212230.1	125.61	79.72	100.37	43.3	27.15	63.22	70.79	77.21	77.17	77.75	91.36	79.04	111.41	109.78	102.05	64.36	57.36	61.82	76.71	78.98	79.92	46.51	46.06	58.41
Smp_212240.1	11.71	0.27	1.16	2.79	0.9	3.62	2.68	3.29	5.12	3.81	2.28	3.12	1.43	1.94	2.01	2.57	1.96	2.68	1.13	1.55	0.9	1.08	1.42	1.74
Smp_212250.1	2.42	0	0.03	4.81	2.38	1.14	0.18	0	0.1	0	0.11	0	0.21	0	0.1	0	0	0.39	0.2	0.21	0.16	0	0	0.25
Smp_212250.2	0.7	0.02	0	0	0	5.39	0.3	1.08	0.33	0.36	0.12	0.7	0	0.09	0	0.27	0.24	0	0	0	0	0.07	0.29	0
Smp_212250.3	7.21	0.61	0.18	14.32	17.03	24.79	4.41	3.37	0.74	0.68	0.77	3.8	3.17	4.84	2.62	5.27	3.85	3.97	1.02	1.68	2.09	1.14	1.9	1.66
Smp_212260.1	109.1	55.64	39.9	28.21	18.08	46.45	76.26	75.05	123.6	129.05	114.46	79.42	84.08	89.71	84.48	131.29	119.15	118.1	66.53	61.11	64.12	101.81	107.11	128.44
Smp_212300.1	53.68	3.55	4.27	13.13	2.3	40.23	4.51	4.48	8.87	7.3	5.19	5.08	6.29	5.35	3.29	17.99	14.79	15.49	10.29	7.87	6.85	25.33	20.65	24.14
Smp_212300.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08	0	0	0	0	0	0	0	0	0
Smp_212300.3	2.6	0.14	0.05	5.32	4.73	3.13	1.07	0.99	0.9	0.86	1.11	1.64	1.98	0	0.86	1.52	1.28	0.97	0.87	2.43	2.3	2.05	3.75	2.32
Smp_212300.4	3.4	0.12	0.11	0.22	0.28	0.82	0	0.05	0	0.04	0	0.03	0	0	0	0	0.1	0	0	0	0	0	0.05	0.05
Smp_212310.1	50.7	8.36	12.85	54.07	70.79	188.13	7.84	8.26	37.22	29	17.09	10.13	33.48	27.89	34.4	80.63	71.99	76.99	65.55	64.67	46.53	170.69	127.73	105.37
Smp_212340.1	13.42	1.46	1.9	15.31	8.43	15.96	8.98	9.19	12.47	13.12	10.18	10.58	8.39	11.12	11.7	14.04	13.86	10.87	7.99	7.52	7.52	12.57	13.5	14.39
Smp_212350.1	1.19	0.34	0.27	12.46	4.33	16.87	20.99	20.87	27.66	28.53	24.2	23.69	10.45	7.74	11.46	4.27	4.51	2.64	1.24	1.35	2.74	1.65	0.88	2.25
Smp_212350.2	0.43	0.27	0.05	12.37	3.09	33.87	7.3	9.06	21.49	23.24	7.24	7.75	5.27	4.84	7.16	13.84	9.57	14.6	0.64	0.85	1	4.23	5.36	7.07
Smp_212350.3	1.96	0.09	0.05	6.28	0.32	8.87	1.85	1.89	3.44	3.57	0.76	2.41	0.31	1.51	0.17	3.76	2.9	3.94	0.04	0.16	0	0.81	0.65	1.09
Smp_212360.1	0	0	0	0	0	0	0	0	7.36	9.68	7.58	0	16.5	6.53	17.12	27.36	15.81	29.26	5.51	7.42	8.31	0	1.14	0
Smp_212360.2	58.69	9.65	15.81	14.69	19.53	15.86	11.46	15.27	49	42.8	33.16	13.98	34.98	25.84	23.75	76.54	78.14	71.66	29.85	29.87	37.09	75.4	92.26	86.97
Smp_212360.3	44.49	4.46	6.96	14.78	8.56	25.15	5.4	5.91	17.7	15.87	7.99	6.49	29.99	17.9	24.22	63.69	46.47	51.72	19.46	19.37	10.77	48.29	35.44	45.23
Smp_212360.4	1.8	0	0	0	0	0.05	0	0	0	0	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0
Smp_212380.1	6.84	0.52	0.61	5.35	2.43	5.69	4.41	4.82	7.04	6.4	3.72	4.66	18.06	11.84	14.39	27.85	21.5	25.93	2.21	3.3	3.62	6.47	8.48	9.75
Smp_212390.1	23.94	2.84	11.03	242.63	254.68	329.87	19.96	15.95	87.03	74.77	49.52	19.33	25.6	22.58	25.75	51.03	49.81	50.26	4.29	4.54	0	10.24	15.51	15.98
Smp_212390.2	3.57	0.63	1.28	32.86	50.22	32.36	1.97	1.9	8.26	10.94	2.91	1.56	4.74	1.66	0	9.23	3.72	6.19	0	0	4.37	2.03	0	0.83
Smp_212410.1	11.68	0.16	0.63	2.48	0.38	6.64	1.53	2.41	3.06	1.92	1.5	1.83	2.74	8.13	5.19	6.05	4.96	6.61	0.97	1.12	0	2.24	3.48	2.4
Smp_212410.2	0.34	0	0	0.66	0.76	0.37	0.08	0.18	0	0	0	0.31	0.76	0	0	0	0	0	0	0	0.48	0	0.4	0
Smp_212490.1	36.86	27.35	25.6	9.96	4.25	16.36	16.67	16.43	26.3	23.44	15.2	17.49	29.35	20.95	28.3	69.61	60.17	60.65	24.64	24.65	29.3	57.55	53.19	52.17
Smp_212540.1	28.54	17.53	27.51	14.41	8.1	22.24	32.28	33.57	29.47	28.94	28.83	33.64	59.5	57.31	63.23	49.98	40.73	47.02	32.73	34.67	33.04	34.54	40.34	40.47
Smp_212540.2	0.9	5.6	3.8	0	2.77	1.35	0.47	1.08	2.68	2.99	2.8	2.72	0	0	0	0.38	0.47	1.31	3.71	0	0	0.7	0	0
Smp_212560.1	12.1	0.41	1.14	4.65	7.1	4.76	4.8	5.26	1.7	1.57	2.11	5.81	29.59	25.24	24.59	21.08	15.93	22.7	4.72	5.27	4.34	4.87	7.43	8.42
Smp_212600.1	43.92	1	0.8	14.77	0	12.46	9.82	7.65	11.46	15.24	11.21	6.88	0	8.76	0	29.93	26.44	30.01	0	1.17	3.8	8.83	5.13	10.39
Smp_212600.2	41.29	4.87	2.99	3.52	7.25	7.83	1.64	3.64	9.48	3.11	0	4.82	9.7	3.52	9.79	6.93	2.71	2.44	6.03	5.11	0	16.83	16.18	19.5
Smp_212710.1	0	0	0.2	0	1.39	0	1.83	0	0	0	0	0	0	0	0	0.42	0	1.1	0	0	0	1.34	0.52	0
Smp_212710.2	176.73	0.37	0.54	2.9	0	10.83	15.69	16.05	9.18	7.76	7.22	23.35	254.83	223.62	189.92	391.64	471.51	446.79	87.39	93.15	83.77	119.67	149.11	177.73
Smp_212720.1	37.17	0.66	1.93	53.6	67.03	67.35	22.91	20.89	21.45	21.39	19.41	21.7	15.59	20.36	17.65	23.05	30	16.86	5.88	5.77	5.8	9.6	9.61	10.33
Smp_212730.1	104.69	25.37	20.97	15.98	11.18	20.62	65.19	77.12	119.49	125.67	102.73	77.51	65.05	59.67	63.48	64.99	66.13	57.04	32.85	29.75	40.03	91.81	77.39	88.89
Smp_212740.1	32.48	22.43	27.9	55.36	46.9	75.31	67.52	68.52	81.76	73.41	69.4	73.39	110.61	113.78	132.94	94.31	94.43	93.66	23.63	30.32	34.3	48.95	51.93	67.42
Smp_212750.1	0.61	0	0.02	2.05	0	2.09	0.49	0.61	0.91	0.96	0.66	0.68	1.72	1.27	1.37	3.66	4.93	3.38	0.64	0.67	0.63	1.37	2.21	2.64
Smp_212760.1	18.03	1.22	0.75	4.49	4.19	5.63	3.6	3.46	3.5	3.5	1.98	4.25	3.95	8.41	4.76	5.3	4.68	5.65	0.95	0.9	0.72	1.13	1.36	2.3
Smp_212780.1	15.69	1.31	1.85	32.62	73.62	86.56	44.1	50.94	43.74	40.36	48.39	50.26	65.58	56.8	59.3	52.1	41.4	57.22	10.99	8.56	11.19	10.56	13.45	20.28
Smp_212830.1	12.81	4.24	3.81	1.5	0.23	2.98	0.55	0.41	2.68	1.81	1.05	0.62	2.96	3.26	5.5	8.1	7.34	5.66	1.95	1.7	2.02	3.29	3.34	3.28
Smp_212830.2	27.78	2.72	4.23	28.05	15.35	37.72	14.59	17.09	28.46	31.2	21.36	15.78	34.22	25.28	31.19	64.88	57.19	58.8	23.09	24.74	22.79	31.8	33.83	37.76
Smp_212830.3	7.84	0.87	0.68	2.39	0	3.98	1.22	1.27	1.28	1.67	0.73	1.38	1.06	1.44	0.2	5.23	4.2	5.19	1.13	1.25	0.18	2.67	2.48	2.58
Smp_212840.1	14.91	4.25	3.84	12.8	6.77	26.95	8.03	8.58	15.16	15.03	13.11	8.68	30.56	17.27	24.76	54.49	44.03	56.28	25.93	29.13	28.78	52.74	66.74	57.81
Smp_212840.2	8.3	0.31	0.38	2.75	0.57	4.78	1.01	1.35	1.11	1.04	0.52	1.21	2.59	1.97	4.41	4.51	3.09	5.05	1.13	2.58	1.5	2.23	3.5	2.3
Smp_212850.1	11.74	1.11	1.06	5.72	3.19	5.68	2.15	2.1	2.48	2.1	3.13	2.76	14.75	17.11	11.08	19.12	17.15	18.84	11.44	13.48	10.91	14.2	18.84	18.05
Smp_212860.1	6.88	2.34	1.91	2.1	1.55	1.4	4.45	3.92	3.3	3.56	4.08	4.65	15.4	22.42	18.49	14.48	13.71	12.53	9.69	9.62	9.14	15.12	14.2	15.91
Smp_212870.1	89.84	10.5	6.58	37.94	41.25	57.38	54.75	52.69	38.07	38.84	26.98	57.38	82.99	95.63	75.91	67.78	68.56	70.35	79.39	78.94	59.47	96.47	110.34	106.59
Smp_212880.1	178.37	260.83	188.59	63.09	31.4	95.38	172.22	180.57	127.36	133.87	152.15	175.49	183.22	167.47	194.04	141.01	132.86	129.59	102.23	98.1	107.57	103.87	82.08	100.24
Smp_212900.1	81.2	8.14	6.59	28	23.87	62.69	29.49	27.91	49.33	46.92	37.07	31.38	38.91	29.02	39.94	67.22	58.57	61.52	12.67	12.75	13.6	28.58	31.6	34.39
Smp_212900.2	0	3.41	7.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_212900.3	12.29	9.12	10.53	7.87	3.01	16.95	6.66	10.08	14.8	17.07	15.9	8.21	10.64	6.93	13.72	7.42	7.29	7.96	6.47	5.88	8.04	4.19	4.92	4.48
Smp_212910.1	70.24	18.04	13.31	28.62	10.49	46.21	50.77	53.04	41.03	39.92	50.12	55.06	43.39	45.9	50.87	51.06	46.56	52.95	52.7	51.83	47.41	75.72	70.77	82.94
Smp_212920.1	64.69	103.83	72.52	21.05	9.73	28.94	87.72	92.14	78.07	84.32	93.28	91.31	70.2	71.95	67.23	31.77	31.89	32.38	73.6	70.78	72.06	38.55	29.11	44.02
Smp_212930.1	22.98	20.22	21.86	11.83	6.87	20.14	28.32	25.1	32.73	36.24	36.08	29.44	20.01	15.99	24.96	30.91	29.25	30.02	16.47	13.5	16.17	21.19	20.99	22.95
Smp_212940.1	23.05	3.16	1.77	9.49	4.87	10.42	13.1	15.5	9.1	8.37	9.03	13.02	18.36	21.54	17.18	25.71	23.87	23.24	18.32	18.28	17.66	16.55	15.12	20.36
Smp_212940.2	57.63	6.73	2.46	25.65	28.45	40.33	47.23	48.26	27.97	29.07	27.72	51.28	44.92	67.1	50.72	75.92	85.51	65.56	45.76	42.71	31.91	60.85	69.78	70.07
Smp_212960.1	26.04	14.43	20.59	19.79	6.73	34.18	48.91	52.3	32.81	34.6	31.19	55.31	42.67	43.16	48.22	76.85	79.62	69.92	38.89	41.91	43.87	68.07	73.64	73.17
Smp_212970.1	61.96	96.32	141.98	32.51	35.69	60.65	59.59	59.64	64.83	70.85	70.39	59.02	37.45	30.53	38.82	28.22	25.72	22.93	36.29	36.5	40.07	29.82	23.64	33.11
Smp_212990.1	0	2.02	7.88	1.42	1.8	1.41	1.99	0	0.55	0	0	0.45	3.95	0	2.17	0	0	0	0	0	0	0.59	0	0.8
Smp_212990.2	22.86	16.52	8.96	18.01	6.96	28.27	21.24	22.54	14.71	14.68	19.18	20.73	10.18	10.27	13.41	9.91	8.28	10.03	8.04	8.14	9.21	6.57	6.63	8.32
Smp_213000.1	13	2.47	1.33	9.84	4.48	20.94	10.5	11.69	14.82	13.77	10.37	12.32	47.66	48.19	47.73	57.7	52.82	53.85	13.52	12.88	15.61	26.68	31.03	35.32
Smp_213010.1	4.52	0.11	0	9.08	6.06	7.42	8.22	5.95	17.13	16.01	5.89	5.53	10.64	10.79	17.41	47.77	52.38	43.1	11.56	15.3	10.46	49.94	57.91	45.22
Smp_213010.2	7.73	0.15	0.38	4.38	4.56	7.33	5.14	3.88	8.95	11.2	4.44	6.07	6.57	5.77	8.26	9.14	8.64	7.96	0	1.62	5.28	6.05	4.37	5.66
Smp_213010.3	0.98	0	0	0.44	0	0.97	1.66	2.76	5.87	4.56	4.89	1.53	3.64	4.25	3.01	1.88	2.08	3.3	2.1	1.37	0	0.93	2.18	2.49
Smp_213010.4	6.41	0.54	2.68	0.86	0	1.13	0	0.27	1.79	0.58	0	0	3.69	0	1.96	3.88	1.55	2.38	0	0	0	2.03	0.36	0.38
Smp_213020.1	24.46	11.94	21.89	23.75	12.99	31.44	10.87	11.21	22.07	21.06	12.81	11.73	9.91	7.24	11.68	19.41	16.44	17.73	6.35	6.89	5.97	18.42	17.73	21.35
Smp_213030.1	29.71	10.7	9.93	27.6	15.26	38.47	17.51	17.44	25.85	25.58	19.13	16.83	21.52	19.09	23.65	36.38	33.86	35.02	9.48	10	12.98	21.18	23.34	23.9
Smp_213040.1	3.65	4.53	6.46	0.28	0.32	0.5	1.91	2.84	3.94	3.2	4.96	2.49	2.77	1.78	1.02	2.39	1.93	2.93	14.67	16.17	8.63	9.93	6.4	7.74
Smp_213040.2	23.21	0.52	0.37	17.06	16.52	18.69	25.82	24.43	30.07	30.64	31.2	25.52	24.7	25.94	27.55	35.62	38.35	33.93	6.26	6.55	12.74	25.88	28.18	30.19
Smp_213050.1	40.1	24.46	34.04	29.38	21.69	37.61	30.29	32.62	47.3	53.03	41.89	31.29	17.28	13.66	20.18	19.41	17.47	16.45	12.28	14.62	15.98	13.37	13.38	15.61
Smp_213070.1	34.27	12.92	18.18	14.3	9.76	23.41	10	10.96	27.36	26.8	21.94	11.24	13.44	9.8	13.89	21.52	19.38	18.5	12.14	11.54	13.57	24.09	22.89	24.02
Smp_213080.1	35.95	4.33	5.48	19.37	11.06	37.78	16.45	15.69	21.72	21.54	14.84	16.47	27.57	22.93	25.86	64.92	52.11	54.56	29.38	27.3	28.31	31.22	33.55	30.81
Smp_213100.1	66	7.77	11.07	42.25	36.03	45.68	41.86	43.01	71.42	62.48	60.45	49.39	83.61	95.61	90.91	188.05	170.3	172.88	88	81.92	74.42	187.32	184.02	203.89
Smp_213110.1	87.86	38.48	46.44	43.02	18.05	45.89	13.29	16.42	31.05	27.56	24.47	16.21	22.34	13.63	25.1	22.24	19.19	19.43	11.51	12.91	11.86	17.33	13.76	20.2
Smp_213120.1	18.92	3.4	1.79	11.8	2.69	18.49	16.15	14.55	12.72	10.15	11.88	15.84	24.11	25.26	27.7	37.5	34.81	36.94	11.2	10.55	11.45	27.54	33.11	33.58
Smp_213130.1	1663.91	6287.71	5851.76	997.97	324.74	639.09	3823.37	3807.24	1860.58	1993.81	2369.88	3478.65	957.17	1141.86	986.22	219.64	246.42	262.31	2074.64	2286.14	1996.69	664.81	486.88	860.3
Smp_213130.2	0	28.96	20.95	3.62	5.94	1.07	10.06	3.42	0	4.63	4.44	11.24	0	0	0.78	0	0	0	0	0	0	0	0	0
Smp_213140.1	13.88	3.18	3.96	4.42	1.43	1.78	6.42	6.43	8.89	7.94	6.98	6.26	6.96	3.37	4.33	6.24	6.4	4.83	4.46	6.13	2.68	15.06	10.5	12.91
Smp_213140.2	0	0	0	1.87	0	4.88	3.15	1.47	0.47	0	2.66	0.47	4.79	6.93	2.88	21.47	22.82	21.65	7.01	9.74	8.13	32.17	34.19	33.4
Smp_213150.1	53.84	14.5	12.06	13.66	13.7	17.21	11.8	12.77	41.42	46.64	35.73	11.62	26.03	22.68	26.53	52.28	50.38	45.72	15.88	15.31	16.05	41.7	38.53	40.81
Smp_213160.1	12.59	10.26	3.98	5.86	1.68	5.15	13.55	11.83	9.37	9.45	12.46	13.87	8.82	9.28	9.07	7.25	7.58	6.9	11.91	13.83	12.24	8.81	7.46	10.17
Smp_213170.1	28.94	10.72	8.25	13.66	13.25	17.62	23.85	21.2	13	11.89	10.38	24.47	51.43	53.05	61.26	29.29	29.04	34.77	23.03	26.79	24.74	15.01	15.02	20.63
Smp_213170.2	15.61	4.19	1.15	9.11	5.41	12.92	21.15	23.01	2.45	4.68	11.42	23.81	12.39	6.66	15.46	6.4	4.86	3.43	5.37	5.77	3.34	1.65	4.4	2.53
Smp_213180.1	20.28	1.9	1.51	9.64	2.03	13.23	3.54	3.76	7.4	5.02	4.11	2.89	6.6	5.08	4.3	9.11	8.2	9.15	2.78	3.56	1.31	4.65	4.4	4.08
Smp_213180.2	4.47	1.72	1.34	7.29	6.89	10.57	2.73	3.4	3.85	5.47	3.77	4.3	4.54	1.39	6.86	9	6.28	9.19	1.99	1.56	2.68	3.16	6.03	6.4
Smp_213180.3	13.07	4.62	2.8	2.45	0.25	2.68	0.19	0.43	0.93	1.77	0.35	1.21	1.05	1.38	0.8	2.3	1.78	3.15	0.3	0.53	0	0.65	0.84	1.04
Smp_213190.1	60.25	28.18	22.35	91.48	68.61	171.7	6.83	5.56	32.8	31.11	19.73	7.48	36.25	21.37	38.74	16.31	23.1	15.94	14.95	12.43	16.81	15.96	13.34	14.84
Smp_213190.2	15.64	1.86	1.39	48.26	19.67	64.54	0.46	1.03	14.55	19.13	11.02	0.74	4.76	7.96	1.06	4.09	6.16	3.44	1.89	2.61	0.4	4.72	1.49	3.38
Smp_213200.1	19.27	19.51	15.82	10.63	5.82	13.02	10.45	11.69	23.52	25.41	20.92	10.94	14.39	12.7	13.49	16.48	15.26	17.2	8.94	7.21	7.97	10.94	10.1	12.33
Smp_213210.1	19.66	1.87	2.95	20.03	9.89	25.8	8.12	7.97	20.49	16.76	11.95	9.6	9.91	8.49	9.11	21.03	17.19	19.38	7.49	7.33	6.49	19.28	20.34	23.08
Smp_213210.2	14.2	0	0	0	0	0.24	0	0	0	0.11	0	0	0	0	0	0	0	0.15	0	0	0	0	0.3	0.12
Smp_213220.1	13.11	0.7	1.5	13.32	8.48	9.65	23.18	20.04	45.37	48.26	41.04	23.22	25.28	21.99	18.91	38.92	39.67	30.58	12.85	17.24	12.87	42.09	32.13	34.34
Smp_213220.2	5.81	0.72	0.61	1.53	0.21	7.23	1.32	1.73	5.93	3.02	1.3	0.86	3.11	7.82	8.05	21.45	22.98	26.15	4.56	3.63	3.96	15.09	21.75	19.47
Smp_213230.1	12.3	0.83	0.75	11.64	10.67	10.25	6.29	6.75	12.08	11.21	10.45	8.07	10.31	11.14	12.18	28	24.01	24.32	9.35	10.11	7.62	28.32	29.91	30.05
Smp_213240.1	155.68	90.26	56.12	64.3	58.02	91.27	127.55	127.16	113.56	115.17	113.96	132.65	200.81	182.74	192.12	202.31	162.56	189.17	64.87	63.87	59.17	65.89	72.87	78.72
Smp_213250.1	118.88	12.81	8.21	23.47	10.77	34.39	29.95	31.94	48.76	40.82	37.58	38.03	62.3	67.23	60.29	154.74	152.81	129.53	56.88	54.88	48.94	156.79	165.34	157.32
Smp_213260.1	9.78	2	0.85	4.65	0	14.88	2.76	2.89	1.71	1.79	1.8	2.54	7.77	8.82	4.73	2.82	1.86	6.22	3.63	4.66	0	1.63	2.58	1.24
Smp_213260.2	2.68	0.53	0.39	2.55	3.81	10.84	1.04	0.36	0	0.87	0.34	0.17	0	0.77	0	6.57	4.58	7.32	0	2.89	1.83	5.38	10.85	3.07
Smp_213260.3	17.02	14.77	14.78	34.14	39.96	43.96	22.6	21.2	31.6	27.71	23.97	23.63	18.95	22.4	21.82	34.79	41.71	32.46	12.57	10.88	13.11	23.89	23.89	25.37
Smp_213260.4	11.05	4.58	5.35	13.75	18.93	32.71	2.23	2.88	8.16	3.86	5.12	4.18	3.52	6.48	12.36	17.4	20.06	14.68	2.47	0.8	6.78	5.52	8.78	10.18
Smp_213290.1	0	2.11	7.22	4.99	4.04	2.49	0	0	1	5.99	1.54	0	0	5.64	6.19	0	3.32	0	0	0	0	0	0	0
Smp_213290.2	24.1	1.75	2.28	5.18	0	1.48	2.06	3.51	3.49	2.98	1.8	2.07	6.43	5.07	8.68	14.81	4.98	13.62	30.94	26.53	13.71	22.39	32.76	36.72
Smp_213290.3	12.21	15.19	28.44	13.93	10.73	13	11.17	13.78	8.8	9.05	7.32	13.23	17.78	11.59	11.32	39.02	41.2	37.02	10.62	13.39	22.31	48.69	43.93	43.79
Smp_213300.1	187.44	1004.6	702.33	173.83	186.19	274.29	165.39	162.17	149.21	176.59	138.02	167.61	157.28	96.65	157.13	72.54	60.34	68.36	121.04	114.21	142.14	61.22	53.67	72.45
Smp_213320.1	5.29	1.02	0	1.96	0	4.83	2.03	2.83	3.66	3.53	3.12	3.11	1.14	1.99	1.75	4.2	2.85	3.51	1.86	1.31	1.17	2.54	2.72	2.49
Smp_213320.2	3.94	1.94	4.07	16.69	2.82	8.53	1.5	3.27	2.71	3.99	1.58	1.54	2.8	1.08	2.99	2.18	2.12	3.14	0	0	1.08	1.5	1.36	1.08
Smp_213320.3	34.18	15.24	8.59	35.51	26.75	42.38	28.1	27.86	59.27	53.59	43.85	32	57.12	62.5	63.14	89.87	83.75	79.44	36	36.46	37.84	63.42	66.26	70.32
Smp_213340.1	61.31	120.84	102.43	30.89	21.01	49.19	90.75	94.85	160.64	174.47	151.35	90.56	38.75	29.85	46.96	38.69	34.58	34.95	36.43	39.24	47.48	33.03	29.88	45.64
Smp_213350.1	49.09	29.26	21.32	26.16	15.71	35.88	26.16	26.11	31.94	33.1	34.11	24.93	32.92	34.42	36.05	25.2	22.52	24.22	28.21	29.45	27.84	27.35	22.98	27.89
Smp_213360.1	32.32	9.78	15.62	82.69	25.77	21.29	92.74	98.67	82.07	94.16	99.73	91.35	21.45	49.87	29.16	21.59	38.67	28.15	30.66	20.05	28.24	53.36	31.69	61.71
Smp_213370.1	127.53	167.08	154.18	204.77	140.86	198.53	129.52	148.18	122.17	144.49	168.6	144.49	167.92	200.81	148.74	55.65	73.17	52.59	141.05	155.07	131.24	109.53	79.51	120.35
Smp_213390.1	109.48	157.01	125.37	98.42	56.89	143.01	71.92	70.12	113.43	97.39	69.55	78.74	84.11	62.98	84.21	104.91	93.79	98.09	65.96	71.02	68.11	95.96	104.88	111.39
Smp_213400.1	103.93	48.73	61.29	97.12	85.59	111.08	47.42	47.35	92.59	100.76	67.72	46.22	33.6	24.06	36.81	39.96	37.8	36.06	29.07	27.2	28	42.91	33.73	42.1
Smp_213410.1	10.88	2.36	1.68	1.61	0.46	5.41	0.57	1.1	1.13	1.27	0.73	0.69	1.33	1.31	1.1	2.14	1.39	1.73	3.05	3.01	2.16	3.49	4.86	6.35
Smp_213420.1	16.08	1.81	1.3	2.94	2.51	4.77	1.71	2.46	1.46	1.45	1.99	1.51	3.82	5.77	3.14	5.6	4.34	5.42	17.65	14.77	17.04	16.03	23.02	25.4
Smp_213440.1	26.63	6.73	7.18	4.88	3.8	13.16	27.71	27.03	15.1	15.18	17.55	28.26	26.77	26.79	26.84	37.26	34.08	34.19	21.05	22.72	20.24	25.77	28.43	33.7
Smp_213450.1	29.86	5.43	3.16	11.17	9.81	11.55	16.19	16.49	21.15	22.07	18.6	14.48	44.7	44.63	43.52	57.93	58.54	55.11	27.13	24.79	25.25	50.59	50.3	59.48
Smp_213480.1	1.64	0.08	0	0.26	0	0.18	0.79	0.7	0.49	0.44	0.66	0.98	1.84	1.2	2.42	2.63	1.65	2.3	2.03	0.92	2.02	1.98	2.75	3.3
Smp_213480.2	0	0	0.22	0	0.2	0.1	0.39	0.54	0.77	0.8	0	0.65	0	0.58	0	0	0	0	0	0.99	0.12	0.39	0.54	0
