gene_ID	SRR11248243_Sporocysts	SRR922068_Sporocysts	SRR922067_Miracidia	SRR1142421_Cercariae	SRR1142423_Cercariae	SRR5860351_Cercariae	SRR8763170_Somula	SRR8763171_Somula	SRR8763176_Somula	SRR8763177_Somula	SRR8763178_Somula	SRR8763180_Somula	ERR572993_Males	ERR573090_Males	ERR582515_Males	SRR5170166_Males	SRR5170167_Males	SRR5170168_Males	ERR572988_Females	ERR573085_Females	ERR578187_Females	SRR5170160_Females	SRR5170161_Females	SRR5170162_Females
Smp_029900.1	112.8	314.42	279.57	94.88	65.58	92.27	210.93	211.44	157.72	159.47	223.3	205.1	86.75	87.3	104.21	37.55	42.1	39.95	83.94	81.04	92.58	44.93	31.04	59.61
Smp_029940.1	46.2	10.15	8.56	42.72	30.95	56.01	21.67	24	20.21	15.46	23.87	26.91	49.61	49.95	60.49	60.56	51.76	60.44	24.84	31.11	27.67	36.2	43.44	44.17
Smp_029940.2	0.21	15.76	19.14	1.79	14.67	1.15	4.09	3.25	11.22	13.7	4.86	1.49	2.21	0	0	0	0.87	0.72	3.45	1.31	2.02	1.11	0	0
Smp_029970.1	34.84	4.1	1.35	7.23	6.77	23.08	17.26	25.13	18.62	13.1	13.53	22.16	34.91	37.39	23.62	11.37	12.27	19.31	34.61	25.98	15.96	12.78	13.57	18.15
Smp_029990.1	28.87	5.01	5.29	15.45	7.63	26.11	6.77	7.2	13.8	12.38	8.25	8.61	10.18	8.01	9	28.25	23.29	24.11	7.4	7.49	6.8	17.96	17.94	20.2
Smp_030000.1	54.66	14.24	5.41	24.71	11.95	33.72	199	206.54	352.62	373.5	325.92	232.52	146.95	91.37	124.73	448.55	391.05	413.11	252.07	271.71	293.26	485.6	439.23	427
Smp_030010.1	159.77	18.81	31.56	159.08	104.31	342.5	142.8	161.18	309.69	318.35	202.68	144.7	225.25	181.74	181.28	321.34	293.23	315.83	54.32	57.66	49.99	102.45	110.75	125.73
Smp_030020.1	46.15	20.96	41.98	67.55	65.36	79.23	47.93	48.96	59.16	60.84	49.65	47.17	60.86	34.4	50.71	48.86	38.64	41.96	30.22	33.85	32.28	41.11	39.19	39.76
Smp_030030.1	25.58	1.85	1.82	25.18	6.55	13.29	89.06	78.56	32.68	30.79	46.48	91.21	49.18	69.72	69.52	68.16	64.35	87.68	99.46	78.26	81.42	68.59	72.15	71.77
Smp_030110.1	12.89	2.22	1.57	4.98	1.8	9.28	3.53	3.01	4.64	3.5	2.65	3.32	9.14	9.19	8.89	20.41	18.65	18.12	4.53	6.18	3.32	10.92	10.12	12.4
Smp_030150.1	41.89	9.46	13.73	29.41	14.87	44.61	33.14	28.81	58.12	51.48	41.53	33.19	103.33	98.77	101.66	143.74	131.42	137.9	32.55	37.47	38.42	74.35	77.69	84.61
Smp_030180.1	106.84	39.28	32.18	75.15	36.44	80.63	324.97	314.68	229	206.49	289.69	316.23	181.83	229.93	144.14	157.53	189.09	162.92	192.02	173.28	171.85	200.11	193.2	194.41
Smp_030220.1	62.6	40.67	30.2	47.19	34.28	83.45	117.92	117.21	121.89	116.89	130.98	130.03	138	126.3	156.53	109.96	106.85	108.66	75.56	78.45	81.33	132.07	127.36	151.26
Smp_030250.1	55.8	46	131.41	87.5	56.42	121.24	78.89	78.55	127.67	131.62	115.8	80.65	70.31	58.38	74	47.67	41.9	44.21	33.79	33.69	43.59	44.85	40.94	47.69
Smp_030260.1	139.24	14.06	18.33	118.97	41.18	138.33	221.45	250.19	133.56	120.22	161.52	205.41	199.91	289.57	235.06	270.42	282.79	270.54	97.13	135.06	114.35	144.09	158.59	183.21
Smp_030280.1	0.7	3.4	4.38	0	0	0.13	1.63	1.43	1.51	2.95	2.33	2.32	0	3.88	0	1.84	3.23	1.14	0	0	1.64	0.98	1.39	1.53
Smp_030280.2	85.19	44.23	31.38	33.42	35.36	31.17	67.1	65.32	78.12	78.07	84.98	67.43	68.73	61.27	70.06	75.69	76.42	71.81	60.25	66.59	72.99	81.26	81.26	93.71
Smp_030290.1	133.39	127.71	177.48	110.09	43.9	93.29	133.94	144.1	150.63	152.71	169.51	135.27	133.64	175.26	152.47	156.08	202.74	150.35	119.83	110.08	107.21	146.22	122.1	166.09
Smp_030290.2	133.39	127.71	177.48	110.09	43.9	93.29	133.94	144.1	150.63	152.71	169.51	135.27	133.64	175.26	152.47	156.08	202.74	150.35	119.83	110.08	107.21	146.22	122.1	166.09
Smp_030320.1	75.64	15.89	10.24	29.16	27.34	29.34	35.32	40.48	34.82	33.52	30.97	39.14	101.02	66.4	99.34	89.65	68.03	83.27	45.24	45.75	52.59	44.87	48.4	51.34
Smp_030330.1	136.68	102.5	77.02	56.43	22.17	65.03	188.05	200.96	94.11	93.3	123.22	194.66	190.69	226.88	201.42	145.82	164.02	139.84	162.05	156.46	145.84	187.19	142.58	182.15
Smp_030350.1	0.12	0.11	0.11	0	0	0.02	0	0	0	0	0	0	0.21	0.61	0.61	0	0.06	0.06	0	0.14	0	0.05	0.05	0
Smp_030370.1	1152.19	2898.65	834.7	61.41	28.02	86.37	967.66	991.17	775.02	769.42	868.12	997.5	1296.92	1412.83	1300.35	838.27	828.63	948.27	1814.19	1776.22	1609.45	729.17	608.57	882.3
Smp_030400.1	109.15	35.7	56.62	53.64	81.8	60.83	39.3	40.84	75.7	84.24	68.22	41.74	98.38	92.17	96.87	88.13	75.22	81.47	34.01	32.22	37.11	42.35	36	43.57
Smp_030400.2	9.73	2.51	5.39	5.69	9.89	14.44	12.74	13.07	23.32	25.14	17.55	12.78	9.89	4.17	8.31	5.01	3.65	3.87	1.31	3.74	5.96	2.4	1.66	3.21
Smp_030440.1	25.28	1.23	4.88	21.05	16.77	22.69	26.87	23.63	15.8	12.09	24.33	21.47	133.59	132.81	115.27	137.01	121.59	156.15	44.71	41.77	35.28	43.1	43.8	47.18
Smp_030500.1	409.64	444.85	887.32	4140.93	1557.16	5127.3	316.35	248.07	239.76	238.95	233.85	307.54	216	288.9	254.3	180.55	240.73	164.8	130.2	132.78	139.91	128.82	105.19	143.26
Smp_030690.1	816.4	2139.91	1904.1	238.37	253.27	175.76	1090.02	1104.45	611.37	593.29	699.26	1085.61	405.2	417.3	463.38	221.38	242.92	239.66	960.57	982.88	1020.59	641.43	467.68	746.34
Smp_030710.1	51.27	119.48	203.43	29.61	10.26	57.67	52.81	53.8	89.58	100.65	80.23	53.52	30.25	21.22	24.78	20.62	18.78	15.12	31.9	29.27	30.63	30.21	21.58	35.32
Smp_030730.1	3146.1	8431.36	4521.62	563.35	419.95	653.12	4613.33	4510.47	5660.71	5601.37	5326.46	4589.58	3238.75	2686.16	3330.45	638.54	794.32	692.95	1095.64	1045.22	1331.83	674.33	428.79	819.6
Smp_030760.1	9.35	5.6	8.12	0	0	0	0	0	1.61	1.23	0	0	12.47	13.95	16.19	5.87	4.91	6.96	1.5	0.66	4.53	1.34	1.15	0.21
Smp_030760.2	27.69	0.85	1.89	9.25	7.51	28.03	17.98	19.01	20.08	18.84	19.31	18.82	28.96	14.41	25.83	21.09	19.59	19.33	18.34	22	18.16	19.75	17.91	20.92
Smp_030760.3	6.47	5.49	3.14	12.4	20.17	10.57	9.28	12.18	1.86	3.39	4.73	8.6	1.83	8.36	2.87	1.78	3.73	2.81	2.95	4.39	0	0.8	1.54	2.76
Smp_030760.4	7.23	0.13	0	4.62	0	6.05	0.69	2.71	1.11	0.83	1.16	1.91	0	0	0	0.33	0.41	1.38	0	1.79	1.95	0.31	0.6	0
Smp_030780.1	0.8	0.08	0.26	2.9	0.3	5.05	0.05	0.18	0.44	0.07	0.11	0.09	0	0.26	0.44	0.9	0.8	0.68	0.43	0.83	0	0.68	0.51	1
Smp_030780.2	121.96	16.6	15.98	45.4	22.93	83.25	28.13	28.56	60.23	58.55	44.51	33.06	49.16	35.65	43.27	79.3	59.55	63.89	34.62	32.47	30.62	63.74	53.1	62.53
Smp_030780.3	10.75	0.74	0.42	55.72	68.94	56.11	40.61	42.5	29.77	34.9	38.21	41.83	23.82	22.33	22.03	23.95	30.59	23.25	19.96	19.21	23.6	26.06	38.73	37.27
Smp_030830.1	360.39	731.84	978.41	86.14	64.5	113.56	305.91	308.27	413.75	440.87	431.22	317.64	246.76	211.38	242.49	164.22	193.16	145.15	230.22	235.57	272.17	230.95	175.72	269.28
Smp_030860.1	19.91	23.54	19.88	11.43	4.55	10.51	10.31	6.94	7.74	7.69	9.85	8.08	5.84	3.23	10.85	6.89	3.49	5.47	3.9	3.42	0	5.21	5.13	5.78
Smp_030860.2	39.37	6.24	3.31	11.02	11.88	23.84	15.11	17.05	24.53	22.41	19.22	19.47	19.31	17.69	15.13	28.71	25.64	25.54	14.47	14.17	17.82	20.4	20.35	24.9
Smp_030870.1	15.19	0.79	1.01	5.01	4.93	4.55	4.23	5.26	4.77	4.04	4.87	5.67	17.17	23.74	16.92	19.7	17.73	20.77	3.5	4.11	6.2	7.27	7.63	13.45
Smp_030910.1	1.75	0.05	0.05	1.53	2.67	1.5	2.22	1.17	0.73	1.25	2.01	1.06	3.67	9.27	4.9	5.8	6.54	5.55	0.84	2.76	1.01	4.04	2.4	3.38
Smp_030920.1	243.14	796.52	582.89	144.41	53.85	199.32	338.64	341.72	184.18	191.36	229.88	325.56	174.65	177.13	132.94	39.38	54.65	51.33	243.16	239.55	208.86	58.48	36.28	83.51
Smp_030920.2	61.85	43.09	49.03	62.44	66.15	48.75	218.99	214.49	210.42	219.2	257.88	212.22	177.54	186.93	215.49	87.79	91.61	74.75	96.82	109.61	145.08	86.14	74	111.09
Smp_030930.1	2.13	0.64	0.48	3.09	2.44	1	0.73	2.34	0.18	1.52	0.25	1.26	0.83	0.93	0.89	0.4	0	1.04	0	0	0	0.83	0.35	0.36
Smp_030930.2	22.22	2.34	3.76	7.78	8.42	10.61	14.25	14.71	10.55	9.7	11.98	13.78	17.73	21.98	15.05	15.07	15.07	12.08	12.77	12.49	9.09	11.44	9.58	12.92
Smp_030930.3	4.9	2.19	2.37	9.88	11.16	9.12	10.3	6.53	7.75	9.06	10.3	9.02	5.03	1.33	6.36	4.73	2.79	3.77	3.1	3.8	4.91	3.46	2.87	1.32
Smp_031000.1	50.66	32.35	40.37	26.04	13.99	43.34	27.13	27.34	50.53	46.65	33.1	29.26	80.01	70.56	76.49	108.9	93.15	103.78	19.95	18.6	15.71	33.9	36.08	42
Smp_031010.1	35.37	24.39	20.66	6.11	20.36	26.57	34.7	33.34	42.39	36.44	35.13	36.5	42.8	44.88	54.56	44.49	36.51	37.56	15.61	10.57	17.21	15.71	13.36	19.72
Smp_031010.2	15.98	5.17	9.11	29.83	16.45	22.66	13.79	17.59	20.27	33.16	20.13	11.18	11.88	2.27	3.69	9.17	9.88	8.96	2.02	5.24	0	5.91	4.56	2.06
Smp_031020.1	19.28	0.36	0.9	0.37	1.46	0.2	0.45	0.23	0.25	0	0.05	0.3	0	0	0.16	0.91	0.13	0.35	2.77	2.29	3.14	5.84	11.24	12.7
Smp_031040.1	59.86	39.66	34.65	27.44	16.68	38.92	44.32	44.36	42.92	44.73	36.46	48.14	54.01	38.67	55.88	64.72	50.34	53.25	35.63	33.92	37.49	43.11	41.54	45.9
Smp_031050.1	133.04	15.77	34.4	93.29	112.49	190.52	76.55	90.07	153.69	131.29	101.25	86.99	172.08	134.26	148.52	345.37	320.55	315.9	55.69	50.86	48.24	110.01	109.84	111.28
Smp_031070.1	39.74	15.69	8.94	24.5	30.23	37.69	32.72	29.68	23.1	22.98	21.31	29.97	60.94	48.36	58.72	71.45	62.95	68.68	18.28	17.56	16.73	20.98	26.83	28.86
Smp_031070.2	4.07	5.64	8.33	6.9	2.4	7.06	10.69	14.39	18.32	21.02	17.58	15.27	18.15	18.51	20.17	21.78	21.9	17.5	4.04	4.65	6.78	5.9	6.39	6.38
Smp_031100.1	49.79	24.03	18.84	22.69	17.8	29.48	36.2	35.56	75.69	73.48	53.57	41.26	83.22	62.22	82.69	128.83	108.31	112.03	20.83	18.04	22.51	48.49	49.54	51.26
Smp_031180.1	0.05	0	0	0	0	0.15	9.25	15.67	39.52	16.94	8.33	15.98	1.88	6.51	2.11	9.09	4.42	11.15	0	0	0	0	0.75	1.06
Smp_031180.2	0	0	0	0.27	0	0	35.8	28.76	42.6	40.03	40.14	26.95	13.87	10.77	13.34	10.65	2.75	13.74	2.43	2.39	1.23	0.98	2.03	0.21
Smp_031190.2	1.21	0	0	0	0	4.38	17.45	16.96	26.25	26.14	17.73	22.17	19.96	20.35	21.57	16.82	4.3	19.81	11.78	12.17	12.69	28.42	42.36	39.27
Smp_031190.3	0	0	0	0.03	0.16	0	0.92	0.83	1.73	2.37	1.11	0	0.9	0	1.11	1.06	0.45	0.85	0.57	0.98	0.68	1.71	2.33	1.72
Smp_031190.4	0.85	0	0.04	0	0	0	1.41	2.56	4.25	8.2	4.99	0.88	4.86	3.58	6.79	2.6	0.46	0.51	1.73	1.05	5.04	5.09	6.19	3.95
Smp_031220.1	3.18	0.93	0.41	9.59	5.74	12.6	3.92	2.38	4.22	1.38	2.75	2.81	16.92	16.56	14.78	70.78	63.05	79.32	6.86	6.87	6.82	14.58	28.18	24.94
Smp_031270.1	1.62	0.91	0.86	0.28	0.41	2	4.31	3.29	2.59	1.99	3.52	3.37	4.35	2.58	3.25	1.35	1.16	1.72	0.1	1.35	1.41	0.92	0.12	0.35
Smp_031270.2	16.48	3.01	3.69	27.84	5.76	25.83	13.21	12.89	6.2	5.49	6.09	13.75	28.23	32.06	27.35	28.64	25.66	23.14	8.97	7.38	4.67	7.22	11.49	11.74
Smp_031270.3	11.27	0.7	0.42	1.86	0.43	9.12	4.69	4.75	2.33	1.99	2.16	4.41	3.66	2.76	5.58	4.9	3.25	4.47	2	1.2	0.65	1.52	1.85	2.1
Smp_031300.1	0.84	0	0	0.21	0	0.13	0	0	0.42	0	0	0	0	0	0.56	0.2	0.48	0.34	0	0	0	0	0.1	0
Smp_031300.2	1.27	0.23	0	0.51	5.28	0.41	2.53	0	0.82	1.31	0.19	2.1	0	0	0.33	0.42	0.28	0.49	0	0	0	0.14	0.07	0
Smp_031310.1	875.04	1470.64	1712.8	371.64	138.21	375.57	1767.29	1770.44	833.62	890.31	1161	1669.36	577.79	647.53	678.8	110.3	156.5	129.99	531.66	553.62	561.47	173.17	113.14	241.8
Smp_031310.2	54.55	57.21	48.52	81.26	88	89.58	104.82	102.84	89.94	107.81	103.67	89.11	31.39	30.58	44.6	12.69	15.07	13.05	11.37	11.79	12.15	10.28	8.12	7.43
Smp_031360.1	145.04	95.28	65.61	66.26	51.57	91.78	57.82	59.18	60.01	60.09	59.84	63.75	63.65	44.39	61.64	79.2	69.75	69.98	29.58	27.8	30.54	40.01	33.94	42.72
Smp_031390.1	0.06	0	0	0.05	0	0.13	0.1	0.58	0.32	0.4	0.11	0.44	1.27	1.88	1.27	5.78	4.91	5.96	0.22	1.5	0.26	1.4	1.84	1.52
Smp_031560.1	17.27	4.77	2.57	22.53	9.34	28.12	13.4	14.51	8.29	6.63	4.78	15.33	10.55	7.87	10.38	10.47	9.48	11.56	5.04	6.57	4.7	8.85	8.44	8.08
Smp_031570.1	1215	3660.28	3107.13	395.52	148.47	301.33	2175.16	2214.61	1239.89	1195.95	1319.06	2063.91	684.65	689.89	716.82	261.34	267.05	261.18	1323.41	1423	1443.49	661.82	540.68	797.11
Smp_031570.2	5.39	2.07	1.22	2.3	3.24	1.97	15.15	12.85	5.29	9.81	7.04	11.44	1.18	1.22	2.48	1.63	1.72	1.75	2.29	1.56	0.92	3.95	2.54	4.94
Smp_031590.1	60.24	38.43	28.88	39.15	26.92	60.09	136.92	144	102.63	94.3	117.04	145.82	268.09	315.36	270.8	265.3	297.67	284.77	143.95	158.85	131.83	230.25	240.8	253.91
Smp_031680.1	2.84	0.1	0.41	1.24	0.61	1.09	1.99	2.04	2.17	2.43	1.45	2.04	3.48	7.14	4.97	3.23	3.38	3.05	0.7	0.52	0.41	0.78	0.9	1.1
Smp_031690.1	13.18	0	0	8.74	6.72	4.53	23.6	32.57	22.23	18.03	26.67	25.46	76.66	52.59	72.79	65.83	35.27	53.33	21.33	18.55	30.59	33.13	23.11	29.17
Smp_031690.2	35.47	32.55	34.25	5.84	0	25.95	8.8	6.13	6.02	6.33	3.18	8.44	13.93	11.66	8.45	32.98	39.55	32.63	24.04	28.46	18.04	21.21	32.09	34.2
Smp_031710.1	171.61	26.17	12.54	44.22	40.17	56.49	76.23	81.12	80.26	78.56	64.32	86.02	153.02	201.82	155.48	148.54	135.56	149.71	141.04	126.44	120.98	135.29	156.27	166.32
Smp_031720.1	377.2	454.47	331.32	150.38	81.77	210.99	463.43	506.24	561.55	521.24	530.13	516.58	254.46	296.32	259.16	236.45	270.41	243.95	280.4	271.12	285.39	311.88	254.39	346.79
Smp_031730.1	111.03	609.48	381.26	49.95	15.79	81.53	268	285.6	236.59	215.51	227.79	286.88	148.52	124.68	142.22	143.74	139.94	140.08	278.63	292.94	286.21	179.83	164.54	189.86
Smp_031770.1	494.46	122.9	75.21	251.14	244.52	433.56	282.09	282.9	360.82	303.13	337.23	325.69	2643.54	3828.42	3431.11	1173.69	1424.55	1200.54	146.05	167.75	158.27	106.29	163.23	224.63
Smp_031770.2	65.89	0	19.1	9.46	21.43	31.12	2.6	1.45	0.86	0.68	0.3	1.9	245.43	558.61	338.61	329.81	461.69	337.03	24.55	24.03	38.99	45.08	72.59	67.28
Smp_031770.3	14.44	12.68	6.46	2.85	2.58	3.85	5.94	6.43	26.37	22.54	19.78	8.44	67.21	65.46	77.64	20.35	30.98	21.2	2.04	3.82	4.55	3.11	4.35	6.61
Smp_031880.1	407.18	109.59	88.63	109.13	39.48	187.05	221.67	214.6	325.8	276.27	255.34	254.24	797.58	722.6	806.7	940.31	945.01	940.4	152.06	156.15	179.52	343.02	363.38	415.74
Smp_031920.1	58.4	67.09	80.83	88.75	69.74	95.39	48.3	52.26	52.67	64.19	69.91	47.58	32.6	13.74	24.37	14.01	10.92	17.11	12.32	13.24	18.13	14.35	8.09	11.86
Smp_031920.2	41.98	67.19	81.43	28.94	20.15	32.07	63.12	64.61	62.62	69.8	59.52	51.65	59.57	51.75	68.04	8.07	12.44	9.09	33.05	29.54	36.41	2.87	4.53	7.88
Smp_031950.1	46.87	25.37	22.79	65.72	51.83	78.98	70.46	76.01	97.24	96.3	105.85	73.68	90.46	91.49	90.19	95.01	96.79	93	56.59	51.19	56.2	81.03	67.8	84.83
Smp_031990.1	23.78	9.62	10.16	10.35	8.66	12.92	6.73	8.33	9.3	10.7	8.87	8.35	12.33	8.47	14.38	9.77	8.57	9.8	7.7	6.25	10.14	11.25	10.48	14.67
Smp_032000.1	21.43	7.14	3.23	2.66	0.73	3.76	18.38	17.7	6.17	5.24	12.07	16.73	16.7	12.09	18.07	8.43	6.36	10.33	17.35	13.56	19.4	10.57	12	14.6
Smp_032060.1	230.93	213.55	186.44	139.46	62.09	151.47	472.84	513.24	497.13	536.81	563.35	479.88	317.42	388	376.93	235.27	244.97	216.34	265.69	273.92	266.14	214.29	182.77	239.79
Smp_032060.2	2.98	0.27	0.34	1.68	1.62	3.34	2.75	4.37	4.22	4.66	3.01	2.87	2.48	0.47	0.95	3.55	3.41	4.16	1.86	2.2	0.71	2.93	2.24	2.33
Smp_032120.1	10.63	0.49	0.28	14.44	6.74	15.96	12.05	19.71	6.81	9.74	8.39	19.15	10.66	6.24	8.16	16.6	16.27	15.98	4.12	4.68	9.08	6.54	5.35	4.12
Smp_032120.2	113.01	22.3	10.7	89.75	45.03	61.61	241.57	252.63	253.74	256.65	287.32	274.39	167.1	138.82	189.9	192.79	192.54	174.1	116.99	116.04	142.22	131.1	109.9	147.66
Smp_032150.1	99.77	51.39	98.66	102.3	60.74	157.63	123.75	125.92	223.21	213.1	208.84	139.09	93.04	76.04	83.5	115.68	123.08	104.02	52.09	55.6	52.98	68.76	58.75	78.92
Smp_032180.1	579.12	576.74	188.11	210.59	87.75	256.04	959.16	992.47	897.33	847.15	954.04	1035.83	969.68	1045.24	949.7	893.28	898.74	859.23	888.85	886.77	842.05	649.88	575.16	748.98
Smp_032230.1	75.6	19.61	18.97	40.64	34.09	83.48	185.41	213.58	145.37	152.26	179.02	208.38	112.54	94.51	88.49	136.36	132.05	137.06	74.22	78.82	76.96	96.75	89.37	112.77
Smp_032240.1	55.69	29.9	28.02	66.42	40.12	82.81	54.05	62.2	49.16	54.86	57.46	56.4	79.85	70.8	76.79	75.49	71.28	80.14	47.01	39.5	44.71	59.18	62	64.47
Smp_032250.1	51.77	22.17	25.4	98.72	91.48	119.93	75.43	79.35	65.31	68.7	71.3	75.37	67.4	47.31	70.05	41.88	37.58	43.28	31.77	27.52	35.65	29.51	28.65	34.04
Smp_032250.2	19.35	5.61	6.66	30.73	14.83	34.93	33.96	38.32	18.23	22.3	27.11	40.26	12.92	7.42	15.4	10.52	11.83	12.48	6.95	7.03	8.26	8.47	6.77	8.75
Smp_032260.1	172.34	692.7	584.56	95.44	83.29	79.11	376.65	378.81	219.88	229.77	283.44	367.24	106.9	112.77	108.78	16.53	27.62	19.07	212.58	204.73	219.24	52.8	28.87	75.33
Smp_032260.2	172.34	692.7	584.56	95.44	83.29	79.11	376.65	378.81	219.88	229.77	283.44	367.24	106.9	112.77	108.78	16.53	27.62	19.07	212.58	204.73	219.24	52.8	28.87	75.33
Smp_032280.1	197.73	17.71	12.93	11.35	2.3	16	12.55	11.96	38.7	34.86	15.39	13.2	12.55	16.32	12.36	22.2	17.59	20.46	11.03	10.79	7.12	21.53	23.91	31.72
Smp_032310.1	150.88	13.25	24.44	159.35	84.73	184.96	274.53	265.01	344.5	345.32	369.81	285.76	345.12	335.23	311.96	573.24	604.76	558.59	236.42	232.13	215.67	435.9	389.28	405.57
Smp_032320.1	26.56	29.05	58.12	65.6	87.45	55.6	44.03	42.81	50.6	60.87	50.52	43.73	17	13.38	27.82	3.67	4.53	4.76	10.31	5.84	8.02	6.69	5.13	5.34
Smp_032320.2	86.34	127.95	69.78	42.04	38.16	46.69	92.11	86.95	128.84	166.6	130.58	96.13	61.43	53.45	66.08	9.73	7.42	9	45.44	45.85	55.48	7.96	4.77	10.74
Smp_032370.1	26.1	0.15	0.03	0	0	0	0	0.42	0.16	0.15	0.34	0.28	0	0	0	0	0	0	0.74	1.76	0	0.07	0.09	0.14
Smp_032420.1	67.12	42.31	15.72	31.84	23.06	23.79	60.78	69	66.49	67.65	81.56	70.52	64.05	72.89	75.16	53.18	55.7	59.44	68.12	59.2	69.65	54.98	49.41	60.49
Smp_032480.1	71.25	48.33	86.35	92.85	40.21	96.5	28.78	32.63	66.32	71.01	38.24	32.37	20.67	13.36	21.1	30.34	25.14	26.53	16	14.84	18.17	31.11	24.77	32.71
Smp_032490.1	48.03	9.01	4.97	3	1.59	12.61	25.66	28.91	16.38	20.75	19.06	30.02	14.66	19.18	15.96	24.17	17.67	20.31	23.14	21.41	19.91	29.7	30.67	42.96
Smp_032500.1	138.01	156.31	100.43	9.36	9.05	16.33	6.89	6.01	10.73	9.72	9.6	5.97	12.78	6.56	10.93	8.38	7.39	6.72	26.77	24.24	30.71	18.48	15.78	25.46
Smp_032500.2	5.45	5.99	4.16	0.78	0.51	0.98	0.07	0.47	0.19	0.34	0.09	0.19	1.38	1.04	1.72	0.26	0.23	0.42	2.16	1.7	1.42	0.3	0.32	0.33
Smp_032510.1	160.35	320.08	259.58	39.78	14.1	65.01	52.29	53.69	78.8	70.36	60.43	58.39	62.78	41.68	60.64	77.52	64.84	63.68	72.09	65.86	75.25	95.12	84.46	103.82
Smp_032520.1	232.22	38.11	55.39	555.68	61.14	842.47	347.86	359.2	457.81	438.12	444.87	396.22	444.4	442.56	361.16	986.24	1084.3	909.42	99.83	102.75	112.39	392.19	320.93	391.99
Smp_032580.1	162.97	631.47	456.48	69.81	32.47	109.45	190.21	197.01	173.58	169.95	177.13	205.65	171.46	177.46	174.85	136.29	141.43	147.41	191.78	202.72	176.63	162.42	150.16	198.61
Smp_032640.1	31.72	21.06	7.5	41.23	28.07	64.23	38	37.31	45.65	44.6	60.41	38.27	0	25.93	24.89	0	0	19.23	16.92	0	0	17.78	24.18	22.52
Smp_032640.2	0	0	0	0	0	0.45	0	0.44	3.85	0	1.67	0	27.35	0	0	33.13	33.66	15.72	0	16	15.22	1.12	0	0
Smp_032670.1	1044.41	5235.67	6178.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0
Smp_032670.2	0.93	222.49	265.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_032670.3	3.55	5112.07	6448.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_032720.1	5.75	0.39	0.56	2.75	2.67	3.93	1.89	1.03	0.33	2.03	1.3	2	21.77	19.26	18.62	20.83	18.74	19.25	3.12	3.98	1.49	2.94	5.48	5.21
Smp_032760.1	96	222.66	169.47	13.56	5.29	9.88	195.04	191.76	101.21	101.12	129.91	195.77	52.06	52.61	46.14	23.93	30.9	22.41	103.71	106.24	103.79	54.98	40.51	70.62
Smp_032770.1	27.53	8.51	2.62	8.97	5.11	13.46	18.47	20.83	13.36	11.52	13.19	19.86	34.12	18.04	31.32	28.41	23.55	28	11.13	15.55	19.01	22.8	17.92	20.53
Smp_032770.2	6.74	1.46	4.18	12.11	1.34	9.1	6.53	6.87	8.68	7.83	8.22	5.75	5.48	4.11	3.23	7.95	5.18	10.76	7.51	3.55	5.73	6.34	5.11	6.49
Smp_032770.3	7	2.05	6.21	8.43	13.96	13.85	5.09	5.07	8.36	12.77	9.65	5.22	0	7.53	10.29	4.46	8.14	1.93	2.77	2.31	4.16	1.04	4.61	4.76
Smp_032780.1	35.3	24.56	15.44	11.07	2.76	19.08	26.51	25.16	21.75	18.84	23.07	25.55	24.2	17.92	19.38	17.84	16.33	18.7	50.9	53.4	47.52	31.64	29.31	38.9
Smp_032790.1	112.49	31.02	51.51	340	154.86	286.19	293.36	286.15	287.97	273.63	289.62	286.3	253.23	367.26	301.4	353.87	429.28	366.88	162.14	170.53	156.23	294.91	278.53	303.27
Smp_032800.1	110.59	26.74	18.06	46.81	38.23	77.43	91.57	92.7	68.86	70.44	78.13	103.67	86.93	80.11	81.53	132.39	115.84	112.3	76	63.32	67.84	90.52	101.19	107.29
Smp_032810.1	88.89	145.82	118.65	49.17	24.12	49.1	60.18	59.5	40.56	38.78	50.1	61.69	61.45	75.07	69.82	62.14	65.11	62.83	64.12	69.63	61.76	66.93	65.29	76.69
Smp_032820.1	90.09	53.16	54.32	60.18	52.41	82.07	51.79	53.43	70.27	72.56	63.39	57.4	75.72	59.17	65.72	108.42	101.24	98.12	43.11	38.37	40.62	68.63	67.53	73.14
Smp_032920.1	61.74	53.79	69.42	39.29	26.04	54.42	183.67	167.09	138.2	135.34	179.99	177.23	146.49	156.81	138.13	55.44	65.51	71.81	46.92	53.11	54.68	43.39	44.31	62.66
Smp_032920.2	51.88	11.78	8.49	57.81	88.54	57.15	73.11	87.03	61.81	76.09	79.96	67.46	36.5	31.19	55.65	32.51	27.1	23.87	13.06	12.19	14.12	16.38	13.65	10.86
Smp_032930.1	75.34	27.62	37.44	37.71	37.25	54.6	42.08	44.74	53.45	54.37	49.87	44.61	48.56	46.92	54.18	92.46	86.6	82.35	23.7	21.85	24.73	57.73	55.17	61.12
Smp_032950.1	150.26	204.32	67.29	36.04	10.22	29.92	121.96	116.23	106.37	114.5	165.16	122.95	94.27	127.69	101.77	117.01	138.99	107.35	47.59	48.27	43.51	52.99	48.81	70.7
